id,openai_classification
1075119290553044576,Central location; Stylish and modern decor; Perfect for photography enthusiasts  
1075164690353860811,Family-friendly; Modern apartment; Near public transportation  
1075394652151317272,Central location; Quiet area; Close to restaurants and cafes  
1075912462976478134,Central location; Family-friendly; Fully equipped kitchen  
1075928299816190864,Near public transportation; Nearby parks or green spaces; Ideal for couples
1075979534145844035,Central location; Family-friendly; Fully equipped kitchen  
1076561376717137504,Central location; Fully equipped kitchen; Ideal for couples  
1076591707045914220,Central location; Near cultural attractions; Unique architectural design  
1076674105590868941,Family-friendly; Fully equipped kitchen; Central location  
1076809928800220345,Central location; Near cultural attractions; Close to restaurants and cafes  
1076863938245606047,Central location; Close to cultural attractions; Luxury apartment  
1077501272805090100,Central location; Close to local markets; Fully equipped kitchen  
1077630298039030543,Quiet area; Luxury apartment; Fully equipped kitchen  
1077640855378276949,Central location; Near public transportation; Close to restaurants and cafes  
1077660163129075038,Central location; Near public transportation; Close to restaurants and cafes
1078128109314628489,Fully equipped kitchen; Central location; Near public transportation  
1078161321902582800,Central location; Historic neighborhood; Stylish and modern decor  
1078491554665714984,Central location; Close to restaurants and cafes; Nearby parks or green spaces  
1078732655515383451,Quiet area; Close to public transportation; Nearby parks or green spaces  
1078919829054503351,Central location; Close to restaurants and cafes; Close to cultural attractions  
1078984140526070519,Central location; Near public transportation; Cozy atmosphere  
1079083125080120788,Panoramic city views; Family-friendly; Fully equipped kitchen  
1079434637818678892,
1079469454538362168,Central location; Near public transportation; Stylish and modern decor  
1079553912023509267,Quiet area; Central location; Near cultural attractions  
1079673032173996556,Historic neighborhood; Unique architectural design; Peaceful courtyard access
1079707590679721170,Central location; Near public transportation; Close to shopping areas
1080282963851519890,Central location; Luxury apartment; Near cultural attractions
1080327681214896526,Central location; Near public transportation; Close to restaurants and cafes
1080341414184972592,Central location; Quiet area; Close to restaurants and cafes
1080483483476528587,Central location; Close to restaurants and cafes; Near major landmarks
1080600901919064527,Quiet area; Peaceful courtyard access; Warm and relaxing ambiance
1080602696893059017,Stylish and modern decor; Central location; Boutique apartment
1080841531715572695,Peaceful courtyard access; Quiet area; Good natural lighting
1081006043987472561,Central location; Near public transportation; Spacious living areas
1081009103558404304,Central location; Near public transportation; Walkable neighborhood
1081017460459800195,Central location; Near public transportation; Close to restaurants and cafes  
1081171467041756514,Historic neighborhood; Near major landmarks; Family-friendly  
1081247353718555770,Modern apartment; Includes high-speed WiFi; Close to nightlife  
1081642892374631667,Central location; Close to restaurants and cafes; Quiet area  
1081760365451381030,Luxury apartment; Near cultural attractions; Spacious living areas  
1081775547376219623,Peaceful courtyard access; Quiet area; Remote work setup  
1081857418246699926,Central location; Close to restaurants and cafes; Ideal for couples  
1081990260852940528,Quiet area; Remote work setup; Family-friendly  
1082012640417350339,Central location; Close to public transportation; Close to nightlife  
1082050986334911556,Modern apartment; Flexible check-in; Cozy atmosphere
1082064388595643181,Quiet area; Near public transportation; Cozy atmosphere  
1082496103086467539,Charming old-town vibe; Modern apartment; Family-friendly  
1082498692964803961,Central location; Near major landmarks; Historic neighborhood  
1082503428827675029,Central location; Family-friendly; Fully equipped kitchen  
1082515830350021375,Quiet area; Unique architectural design; Warm and relaxing ambiance  
1082524486019177038,Central location; Near major landmarks; Historic neighborhood  
1082555730208866010,Family-friendly; Fully equipped kitchen; Central location  
1082772602326293256,Central location; Near major landmarks; Cozy atmosphere  
1082775882640117392,Central location; Cozy atmosphere; Unique architectural design  
1082928057718927418,Central location; Quiet area; With private parking
1083213228685716682,Flexible check-in; Fully equipped kitchen; Near public transportation
1083240432557752403,Flexible check-in; Fully equipped kitchen; Near public transportation
1083252064222010432,Flexible check-in; Fully equipped kitchen; Near public transportation
1083266645094677599,Family-friendly; Fully equipped kitchen; Cozy atmosphere
1083327548187868953,Family-friendly; Spacious living areas; Near public transportation
1083343349298677858,Modern apartment; Business traveler-friendly; Includes high-speed WiFi
1083345118590148626,Quiet area; Suitable for solo travelers; Near public transportation
1083405434967212685,Central location; Near public transportation; Close to restaurants and cafes
1083498682239575668,Family-friendly; Spacious living areas; Central location
1083834236211324726,Central location; Fully equipped kitchen; Laundry facilities included
1084056085717469493,Cozy atmosphere; Close to shopping areas; Near public transportation  
1084106121008752887,Charming old-town vibe; Perfect for extended stays; Family-friendly  
1084629198823311643,Modern apartment; Includes high-speed WiFi; Close to public transportation  
1084711457322451524,Central location; Near public transportation; Perfect for extended stays  
1084915923065278242,Central location; Ideal for couples; Close to restaurants and cafes  
1085258686254791782,Quiet area; Near public transportation; Ideal for solo travelers  
1085336327247771572,Central location; Family-friendly; Suitable for solo travelers  
1085361002498855972,Family-friendly; Quiet area; Spacious living areas  
1085463324701435401,Artistic atmosphere; Unique architectural design; Cozy atmosphere  
1085465302583136493,Central location; Close to restaurants and cafes; Quiet area
1085496015703686051,Central location; Ideal for couples; Fully equipped kitchen  
1085581415838608674,Central location; Cozy atmosphere; Perfect for couples  
1085994751774381285,Central location; With private parking; Near major landmarks  
1086001767187958537,Central location; Quiet area; With private parking  
1086075583537867179,Cozy atmosphere; Close to local markets; Near public transportation  
1086125047818909465,Central location; Unique architectural design; Boutique apartment  
1086198601155356435,Family-friendly; Spacious living areas; Ideal for couples  
1086215344685505071,Central location; Near public transportation; Fully equipped kitchen  
1086288706688315286,Remote work setup; Modern apartment; Near public transportation  
1086376187902273143,Central location; Near public transportation; Close to restaurants and cafes
1086387270413458536,Central location; Near public transportation; Close to cultural attractions  
1086401793932186360,Central location; Fully equipped kitchen; Close to restaurants and cafes  
1086668401789157275,Unique architectural design; Panoramic city views; Luxury apartment  
1086741300173951116,Quiet area; Family-friendly; Spacious living areas  
1086785295723938548,Central location; Family-friendly; Modern apartment  
1086837002316997165,Central location; Near public transportation; Near cultural attractions  
1086943121188166437,Central location; Nearby parks or green spaces; Close to shopping areas  
1087048295032376833,Modern apartment; Near public transportation; Close to restaurants and cafes  
1087429387881072313,Cozy atmosphere; Fully equipped kitchen; Close to public transportation  
1087488517387930348,Central location; Near major landmarks; Close to restaurants and cafes
1087660171193362343,Quiet area; Near public transportation; Budget-friendly  
1087685205164092910,Quiet area; Near public transportation; Family-friendly  
1088194102743938530,Central location; Near public transportation; Safe neighborhood  
1088342773769730484,Ideal for couples; Business traveler-friendly; Close to public transportation  
1088417299890016379,Central location; Fully equipped kitchen; Cozy atmosphere  
1088418318578761815,Modern apartment; Panoramic city views; Spacious living areas  
1088429218081685594,Central location; Cozy atmosphere; Good natural lighting  
1088661915385910899,Family-friendly; Central location; Unique architectural design  
1088672034737447603,Central location; Close to shopping areas; Family-friendly  
1088900850848871794,Family-friendly; With private parking; Quiet area
1088923948382789396,Unique architectural design; Ideal for couples; Romantic atmosphere  
1088987876444428019,Family-friendly; Cozy atmosphere; Kid-friendly amenities  
1089028545678047979,Central location; Near public transportation; Close to restaurants and cafes  
1089108476203343999,Luxury apartment; Central location; Cozy atmosphere  
1089206391363265797,Cozy atmosphere; Central location; Historic neighborhood  
1089286821645152550,Central location; Quiet area; Close to cultural attractions  
1089627707301756276,Central location; Quiet area; Close to restaurants and cafes  
1089666272507749515,Central location; Quiet area; Close to restaurants and cafes  
1089700912077809773,Central location; Near shopping areas; Near major landmarks  
1089734283568586591,Business traveler-friendly; Central location; Includes high-speed WiFi
1089736881152803137,Ideal for couples; Modern apartment; Historic neighborhood  
1089754687393161504,Ideal for couples; Modern apartment; Historic neighborhood  
1089768517064901724,Near public transportation; Fully equipped kitchen; Close to major landmarks  
1089789297455981572,Close to restaurants and cafes; Near cultural attractions; Family-friendly  
1089874411648307754,Central location; Modern apartment; Stylish and modern decor  
1089918468901043436,Near cultural attractions; Luxury apartment; Close to river or waterfront  
1089948750617089021,Spacious living areas; High ceilings; Quiet area  
1090308458139427663,Central location; Walkable neighborhood; Nearby parks or green spaces  
1090345216121505149,Quiet area; Cozy atmosphere; Peaceful courtyard access  
1090380929460697691,Central location; Luxury apartment; Includes high-speed WiFi
1090644627173209268,Peaceful area; Central location; Cozy atmosphere
1090658805898709796,Close to major landmarks; Charming old-town vibe; Ideal for couples
1090668201076507615,Near public transportation; Nearby parks or green spaces; Quiet area
1090684842925360541,Includes high-speed WiFi; Stylish and modern decor; Cozy atmosphere
1090718759780712608,Central location; Walkable neighborhood; Near public transportation
1091029346476830320,Central location; Ideal for couples; Close to restaurants and cafes
1091093398563387275,Central location; Walkable neighborhood; Good natural lighting
1091141318135442631,Central location; Close to restaurants and cafes; With private parking
1091154707192077427,Central location; Stylish and modern decor; Perfect for digital nomads
1091441825864483783,Central location; Near museums and galleries; Close to public squares
1091893237772553873,Central location; Near public transportation; Near major landmarks  
1091953012238786054,Central location; Family-friendly; Accessible for reduced mobility  
1092097660265596482,Quiet area; Fully equipped kitchen; Perfect for extended stays  
1092153005359595931,Central location; Historic neighborhood; Fully equipped kitchen  
1092181293265026494,Central location; Historic neighborhood; Fully equipped kitchen  
1092533749835706449,Central location; Luxury apartment; Fully equipped kitchen  
1092535451686071716,Central location; Luxury apartment; Fully equipped kitchen  
1092558504975466292,Unique architectural design; Near a river or waterfront; Romantic atmosphere  
1092616636768962686,Central location; Near public transportation; Cozy atmosphere  
1092635285739532806,Central location; Historic neighborhood; Fully equipped kitchen
1092649849202296269,Central location; Near public transportation; Fully equipped kitchen  
1092883274408792954,Central location; Event hosting space; Suitable for large groups  
1093197742730777087,Central location; Near public transportation; Charming old-town vibe  
1093616125123412923,Quiet area; Business traveler-friendly; Modern apartment  
1093960753510064301,Central location; Close to restaurants and cafes; With private parking  
1094150053077022190,Family-friendly; Quiet area; Near public transportation  
1094305514289586887,Central location; Ideal for couples; Near major landmarks  
1094365032941886271,Central location; Near public transportation; Family-friendly  
1094632818956184933,Family-friendly; Spacious living areas; Event hosting space  
1094764832923685452,Central location; Ideal for couples; Panoramic city views
1094774700898148129,Cozy atmosphere; Stylish and modern decor; Peaceful courtyard access  
1094825317009626711,Family-friendly; Near cultural attractions; Charming old-town vibe  
1094905186731547294,Central location; Ideal for couples; Close to nightlife  
1095026928870445364,Stylish and modern decor; Spacious living areas; With private parking  
1095048084130538093,Modern apartment; Close to restaurants and cafes; Close to major landmarks  
1095064550234705832,Central location; Near public transportation; Walkable neighborhood  
1095121275280717704,Near public transportation; Central location; Close to major landmarks  
1095667790130427072,Family-friendly; Fully equipped kitchen; Spacious living areas  
1095670423167377214,Quiet area; Central location; Ideal for couples  
1095693348772122025,Historic neighborhood; Near cultural attractions; Fully equipped kitchen
1096123373373653213,Ideal for couples; Cozy atmosphere; Luxury apartment  
1096138024454526344,Central location; Stylish and modern decor; Close to restaurants and cafes  
1096169029944616310,Modern apartment; Close to restaurants and cafes; Family-friendly  
1096192514247822968,Modern apartment; Comfortable bathroom; Close to restaurants and cafes  
1096213154910992367,Stylish and modern decor; Fully equipped kitchen; Cozy atmosphere  
1096229739856534197,Suitable for solo travelers; Ideal for couples; Good natural lighting  
1096248487724193734,Business traveler-friendly; Remote work setup; Spacious living areas  
1096256179361308954,Cozy atmosphere; Fully equipped kitchen; Ideal for couples  
1096279605591762405,Modern apartment; Close to restaurants and cafes; Family-friendly  
1096289256133653550,Near public transportation; Close to major landmarks; Walkable neighborhood
1096350264522043989,Modern apartment; Close to restaurants and cafes; Central location  
1096381394723292330,Central location; Near public transportation; Ideal for couples  
1096468459151481337,Family-friendly; Spacious living areas; Central location  
1096507484103550543,Cozy atmosphere; Close to restaurants and cafes; Ideal for couples  
1096531000360133156,Stylish and modern decor; Close to major landmarks; Ideal for couples  
1096557125255462598,Family-friendly; Cozy atmosphere; Close to major landmarks  
1096858108943290724,Panoramic city views; Unique architectural design; Historic neighborhood  
1096923656637960596,Central location; Close to restaurants and cafes; Quiet street  
1096945644215403860,Central location; Close to restaurants and cafes; Unique architectural design  
1097178347325679428,Central location; Spacious living areas; Near public transportation
1097202023816158310,Central location; Near public transportation; Cozy atmosphere  
1097240746739616679,Central location; Family-friendly; Includes high-speed WiFi  
1097412938228639267,Central location; Charming old-town vibe; Cozy atmosphere  
1097611031565865157,Ideal for couples; Cozy atmosphere; Fully equipped kitchen  
1097626002235615168,  
1097727692768701966,Charming old-town vibe; Quiet area; Includes high-speed WiFi  
1097826905142301323,Central location; Close to restaurants and cafes; Cozy atmosphere  
1097865607499606932,Central location; Quiet area; Fully equipped kitchen  
1097927456127044878,Central location; Ideal for couples; Fully equipped kitchen  
1097961757681653465,Central location; Ideal for couples; Modern apartment
1097973963887220345,Central location; Ideal for couples; Fully equipped kitchen  
1098305251824476866,Unique architectural design; Stylish and modern decor; Cozy atmosphere  
1098351669293346272,Spacious living areas; Family-friendly; Unique architectural design  
1098407649354555219,Central location; Family-friendly; Close to restaurants and cafes  
1098464292322778965,Central location; Cozy atmosphere; Peaceful courtyard access  
1098540064709803852,Quiet area; Unique architectural design; With private parking  
1098596606812969045,Central location; Near public transportation; Fully equipped kitchen  
1098740306468331540,Family-friendly; Spacious living areas; Kid-friendly amenities  
1099092404635573472,Central location; Close to restaurants and cafes; Near cultural attractions  
1099210172504680474,
1099692866734690808,Near public transportation; Family-friendly; Includes high-speed WiFi
1099869189146849150,Central location; Near public transportation; Stylish and modern decor  
1099904155039728480,Central location; Near public transportation; Close to major landmarks  
1099915761281383141,
1099936622323881724,Family-friendly; Stylish and modern decor; Unique architectural design  
1100007422950966966,Central location; Cozy atmosphere; Charming old-town vibe  
1100107410569958322,Quiet area; Fully equipped kitchen; Close to restaurants and cafes  
1100119879709797637,Central location; Modern apartment; Business traveler-friendly  
1100505476758572937,Central location; Ideal for couples; Fully equipped kitchen  
1100515308528769233,Central location; Close to restaurants and cafes; Unique architectural design  
1100532943579978339,Luxury apartment; Family-friendly; Close to cultural attractions  
1100695153598177658,Quiet area; Close to restaurants and cafes; Peaceful courtyard access
1100717594821054303,Central location; Near public transportation; Quiet area  
1100748799584576166,Luxury apartment; Near cultural attractions; Panoramic city views  
1100830813716265337,Central location; Close to major landmarks; Ideal for couples  
1100857607255309918,Central location; Modern apartment; Ideal for couples  
1101268931196124189,Artistic atmosphere; Family-friendly; Historic neighborhood  
1101367303442881521,Quiet area; Near public transportation; Budget-friendly  
1101384751707116079,Business traveler-friendly; Central location; Includes high-speed WiFi  
1101555223292125185,Central location; Near cultural attractions; Cozy atmosphere  
1101977006984468971,
1101980300980095472,
1102004970028696034,Business traveler-friendly; Central location; Includes high-speed WiFi  
1102033886142767668,Business traveler-friendly; Central location; Includes high-speed WiFi
1102034676652443279,Unique architectural design; Stylish and modern decor; Cozy atmosphere  
1102036091912485928,Central location; Stylish and modern decor; Close to nightlife  
1102044120186092491,Central location; Near cultural attractions; Safe neighborhood  
1102059440339654380,Central location; Ideal for couples; Fully equipped kitchen  
1102149047206504989,Quiet area; Near public transportation; Close to local markets  
1102204727527399840,Central location; Close to restaurants and cafes; Near public transportation  
1102224927753587501,Central location; Ideal for couples; Suitable for solo travelers  
1102373832468516077,Luxury apartment; Ideal for couples; Pet-friendly  
1102553556555902555,Quiet area; Cozy atmosphere; Peaceful courtyard access  
1102765748414991245,Central location; Family-friendly; Near public transportation
1102797908753351088,Central location; Near cultural attractions; Close to restaurants and cafes  
1102845394964360844,Central location; Fully equipped kitchen; Ideal for couples  
1102886160318754886,Central location; Modern apartment; Cozy atmosphere  
1102945753527962585,Central location; Cozy atmosphere; Good natural lighting  
1103006468682779486,Luxury apartment; Panoramic city views; Near cultural attractions  
1103385231470216674,Quiet area; Near public transportation; Close to parks and green spaces  
1103411180823930846,Central location; Modern apartment; Fully equipped kitchen  
1103413130905271110,Central location; Modern apartment; Fully equipped kitchen  
1103456239597445377,Central location; Close to local markets; Near public transportation  
1103563387409736406,Modern apartment; Near public transportation; Nearby parks or green spaces
1103650912655794547,Central location; Near public transportation; Historic neighborhood  
1103841788007146821,Central location; Near public transportation; Close to major landmarks  
1104115600974421191,Central location; Panoramic city views; Luxury apartment  
1104335727763040154,Near public transportation; Family-friendly; Fully equipped kitchen  
1104346928452969656,Central location; Cozy atmosphere; Near a river or waterfront  
1104452345606355249,Spacious living areas; Close to public transportation; Quiet area  
1104478547319337023,Central location; Close to major landmarks; Safe neighborhood  
1104800639369806904,Central location; Luxury apartment; Modern apartment  
1104871921406903367,Central location; Includes cleaning service; Family-friendly  
1104958583495455952,Central location; Family-friendly; Includes high-speed WiFi
1104961370323610927,Luxury apartment; Quiet area; Near public transportation  
1104972938075278074,Central location; Close to restaurants and cafes; Includes breakfast  
1105192167204178458,Central location; Near cultural attractions; Historic neighborhood  
1105195172732075137,Quiet area; Spacious living areas; Central location  
1105541650500956336,Central location; Near public transportation; Close to cultural attractions  
1105582496460069070,Unique architectural design; Boutique apartment; Cozy atmosphere  
1105714255119298439,Central location; Quiet area; Good natural lighting  
1105716675200515500,Central location; Family-friendly; Fully equipped kitchen  
1105897528785779206,Central location; Near public transportation; Walkable neighborhood  
1105995101949808003,Central location; Stylish and modern decor; Urban retreat
1106355503957527974,Central location; Close to restaurants and cafes; Cozy atmosphere  
1106429892491899962,Central location; Close to restaurants and cafes; Family-friendly  
1106461911661682787,Central location; Romantic atmosphere; Cozy atmosphere  
1106464724650352654,Unique architectural design; Stylish and modern decor; Luxury apartment  
1107001284439043469,Central location; Family-friendly; Spacious living areas  
1107028269880443188,Central location; Close to restaurants and cafes; Cozy atmosphere  
1107060273463144293,Central location; Close to restaurants and cafes; Cozy atmosphere  
1107083010194989925,Central location; Close to restaurants and cafes; Cozy atmosphere  
1107113367304159508,Central location; Fully equipped kitchen; Ideal for couples  
1107205943391347587,Near public transportation; Modern apartment; Ideal for couples
1107223776876361961,Central location; Close to cultural attractions; Quiet area  
1107265363571551680,Central location; Cozy atmosphere; Ideal for couples  
1107322264957361076,Central location; Near public transportation; Unique architectural design  
1107364055917707423,Luxury apartment; Near major landmarks; Scenic walking routes nearby  
1107672335373161596,Central location; Near public transportation; Quiet area  
1107931185900850010,Central location; Fully equipped kitchen; Ideal for couples  
1108535134629750327,Central location; Near public transportation; Quiet area  
1108571336561925060,Central location; Modern apartment; Includes high-speed WiFi  
1108612337372399777,Central location; Quiet area; Fully equipped kitchen  
1108623141939654113,Central location; Good natural lighting; Cozy atmosphere
1108642714499677502,Central location; Fully equipped kitchen; Near train or metro station  
1108661608704850079,Family-friendly; Close to cultural attractions; Central location  
1108890270419711909,Cozy atmosphere; Fully equipped kitchen; Near public transportation  
1109256298214084353,With private parking; Near public transportation; Central location  
1109259599599289169,Central location; Near public transportation; Close to shopping areas  
1109268401677684907,Central location; Near public transportation; Close to shopping areas  
1109381184684423161,Walkable neighborhood; Close to restaurants and cafes; Fully equipped kitchen  
1109428415258797025,
1109485036482038275,Family-friendly; Central location; Suitable for solo travelers  
1109522688689566450,Quiet area; Near public transportation; Eco-friendly features  
1110008097151506131,Quiet area; Central location; Peaceful courtyard access
1110143856755976499,Peaceful area; Central location; Cozy atmosphere  
1110320150093851804,Quiet area; Near public transportation; Business traveler-friendly  
1110713683614030892,Central location; Close to shopping areas; Near cultural attractions  
1110799271454653994,Unique architectural design; Artistic atmosphere; High ceilings  
1110803578695230591,Ideal for couples; Central location; Perfect for solo travelers  
1110833475797652142,Cozy atmosphere; Central location; Close to restaurants and cafes  
1110850780695601007,Cozy atmosphere; Central location; Close to restaurants and cafes  
1110881245873978316,Central location; Near cultural attractions; Spacious living areas  
1111121943574590657,Includes breakfast; Eco-friendly features; Unique architectural design  
1111391741816153711,Quiet area; Central location; Cozy atmosphere
1111440561183561721,Central location; Family-friendly; Unique architectural design  
1111444948449117044,Central location; Close to restaurants and cafes; Family-friendly  
1111451654609132286,Central location; Historic neighborhood; Near public transportation  
1111458644919177459,Central location; Near public transportation; Stylish and modern decor  
1111561355289164697,Cozy atmosphere; Central location; Fully equipped kitchen  
1111629962876993931,Central location; Near public transportation; Spacious living areas  
1111690896637720116,Quiet area; Nearby parks or green spaces; Charming old-town vibe  
1111692978914751603,Central location; Near public transportation; Compact and efficient studio  
1111796041973186783,Remote work setup; Central location; Business traveler-friendly  
1112083678866662088,Central location; Close to cultural attractions; Spacious living areas
1112090203609635447,Central location; Luxury apartment; Close to restaurants and cafes  
1112145707489985342,Central location; Near public transportation; Near cultural attractions  
1112170262015822967,Cozy atmosphere; Fully equipped kitchen; Ideal for couples  
1112180418237021013,Budget-friendly; Modest amenities; Suitable for solo travelers  
1112211211519872478,Quiet area; Rooftop terrace or balcony; Close to restaurants and cafes  
1112397115587199709,Cozy atmosphere; Suitable for solo travelers; Close to restaurants and cafes  
1112402363492067553,Central location; Family-friendly; Stylish and modern decor  
1112415116708922216,Cozy atmosphere; Suitable for solo travelers; Close to restaurants and cafes  
1112431777913579737,Quiet area; Close to restaurants and cafes; Nearby parks or green spaces  
1112443566955425630,Quiet area; Close to restaurants and cafes; Nearby parks or green spaces
1112477963407857361,Close to restaurants and cafes; Near public transportation; Nearby parks or green spaces  
1112492895065974712,
1112508366438353891,Close to restaurants and cafes; Central location; Quiet area  
1112774212659337785,Close to restaurants and cafes; Central location; Nearby parks or green spaces  
1112826933498906863,Modern apartment; Central location; Cozy atmosphere  
1112885770766259105,Near major landmarks; Central location; Close to nightlife  
1113022429902604479,Near public transportation; Family-friendly; Close to restaurants and cafes  
1113049918895150225,Central location; Close to nightlife; Close to shopping areas  
1113082389692192625,Central location; Near public transportation; Near major landmarks  
1113693621711617861,Central location; Near cultural attractions; Quiet area  
1113723528653464100,
1113746519079510102,
1113748234084637162,Central location; Close to restaurants and cafes; Near public transportation
1113749414030800394,Central location; Stylish and modern decor; Ideal for couples  
1113757922275076979,Cozy atmosphere; Near cultural attractions; Central location  
1113772805665297934,Central location; Near public transportation; Close to restaurants and cafes  
1113803766258157292,Romantic atmosphere; Central location; Near major landmarks  
1113929943927276415,Family-friendly; Central location; Laundry facilities included  
1114271691890843324,Luxury apartment; Central location; Near major landmarks  
1114273268775943214,Luxury apartment; Central location; Near major landmarks  
1114275247200409360,Luxury apartment; Central location; Near major landmarks  
1114510289974945650,Family-friendly; Central location; Laundry facilities included  
1114655011391173782,Cozy atmosphere; Central location; Close to restaurants and cafes
1114953940950169854,
1115003028138646743,Central location; Near major landmarks; Panoramic city views  
1115015811893238428,Good natural lighting; Business traveler-friendly; Modern apartment  
1115019051511399405,Spacious living areas; Close to restaurants and cafes; Near public transportation  
1115038800773687018,Stylish and modern decor; Close to restaurants and cafes; Near public transportation  
1115044317704242235,Central location; Ideal for couples; Fully equipped kitchen  
1115078509508580084,Romantic atmosphere; Near a river or waterfront; Unique architectural design  
1115092266479605218,Central location; Family-friendly; Luxury apartment  
1115157082934369736,Central location; Near public transportation; Close to major landmarks  
1115187821457367555,Central location; Family-friendly; Quiet street  
1115233155992128942,Central location; Close to local markets; Suitable for solo travelers
1115240378748343381,Central location; Near public transportation; Close to restaurants and cafes  
1115245155650071272,Central location; Near public transportation; Close to restaurants and cafes  
1115247301462538292,Central location; Near public transportation; Close to restaurants and cafes  
1115253982929233042,Central location; Near public transportation; Close to restaurants and cafes  
1115256043213363913,Central location; Near public transportation; Close to restaurants and cafes  
1115259989188926361,Central location; Near public transportation; Cozy atmosphere  
1115263543980292691,Central location; Near public transportation; Cozy atmosphere  
1115265021801347126,Central location; Near public transportation; Cozy atmosphere  
1115304148744058637,Luxury apartment; Spacious living areas; Unique architectural design  
1115304178979140791,Central location; Stylish and modern decor; Close to restaurants and cafes
1115381603097629160,Central location; Near public transportation; Quiet area  
1115633293970667292,Family-friendly; Cozy atmosphere; Quiet area  
1115691318183333325,Modern apartment; Near major landmarks; Fully equipped kitchen  
1115709161069255753,Central location; Stylish and modern decor; Cozy atmosphere  
1115714661463101554,Central location; Walkable neighborhood; Close to restaurants and cafes  
1115720643650319936,Central location; Perfect for extended stays; Close to shopping areas  
1115761791051082832,Central location; Near major landmarks; Fully equipped kitchen  
1115866542979859269,Quiet area; Ideal for couples; Fully equipped kitchen  
1116024553576986532,Quiet area; Near public transportation; Family-friendly  
1116078361341376669,Central location; Quiet area; Family-friendly
1116437479635691855,Central location; Near public transportation; Close to cultural attractions  
1116484398375606981,Central location; Near major landmarks; Historic neighborhood  
1116569192708018468,Close to restaurants and cafes; Cozy atmosphere; Perfect for extended stays  
1116650846352654852,Modern apartment; Near public transportation; Close to sports stadiums  
1116750293430889630,Panoramic city views; Rooftop terrace or balcony; Quiet area  
1116787776035513749,Central location; Stylish and modern decor; Near cultural attractions  
1117132547522688654,Central location; Near major landmarks; Historic neighborhood  
1117428415586456721,Central location; Near major landmarks; Walkable neighborhood  
1117430208213608471,Central location; Near major landmarks; Walkable neighborhood  
1117430802311394981,Near public transportation; Close to restaurants and cafes; Private entrance
1117448791163269530,Central location; Historic neighborhood; Close to restaurants and cafes  
1117614205771274761,Central location; Historic neighborhood; Close to local markets  
1117865431577505712,Family-friendly; Central location; Near cultural attractions  
1117891739101718186,Central location; Stylish and modern decor; Near cultural attractions  
1117916794747345312,Central location; Cozy atmosphere; Ideal for couples  
1117917856101838674,Nearby parks or green spaces; Quiet area; Romantic atmosphere  
1117966489211814373,Central location; Fully equipped kitchen; Family-friendly  
1118010687942721150,Central location; Flexible check-in; Ideal for couples  
1118021087561480151,Central location; Flexible check-in; Ideal for couples  
1118022578723426049,Central location; Surrounded by historic architecture; Near cultural attractions
1118024267363695252,Central location; Flexible check-in; Safe neighborhood  
1118032594096954010,Central location; Flexible check-in; Safe neighborhood  
1118034447253075047,Central location; Flexible check-in; Safe neighborhood  
1118152086645977540,Unique architectural design; Artistic atmosphere; Historic neighborhood  
1118220533809056845,Historic neighborhood; Romantic atmosphere; Unique architectural design  
1118634961516208960,Central location; Near public transportation; Nearby parks or green spaces  
1118691748825104086,Historic neighborhood; Near public transportation; Family-friendly  
1118706751361520295,Central location; Luxury apartment; Stylish and modern decor  
1118734793795742209,Fully equipped kitchen; Family-friendly; Compact and efficient studio  
1118752616178979122,Central location; Near cultural attractions; Cozy atmosphere
1118793259457126971,Modern apartment; Central location; Near public transportation  
1118853358782580635,Family-friendly; Quiet area; Cozy atmosphere  
1119341520702001440,Quiet area; Central location; Cozy atmosphere  
1119466919169761484,Modern apartment; Near major landmarks; Historic neighborhood  
1119542542282251868,Spacious living areas; Family-friendly; Remote work setup  
1119612308312313293,Central location; Near cultural attractions; Close to restaurants and cafes  
1119660365452751485,Budget-friendly; Near public transportation; Panoramic city views  
1119719652807780583,Stylish and modern decor; Central location; Close to restaurants and cafes  
1120020080129652107,Family-friendly; Central location; Ideal for couples  
1120077459819004103,Central location; Near cultural attractions; Spacious living areas
1120082573740384488,Central location; Close to restaurants and cafes; Near cultural attractions  
1120087818507116644,Luxury apartment; Central location; Modern apartment  
1120091699279150693,Cozy atmosphere; Central location; Fully equipped kitchen  
1120106675619315558,Luxury apartment; Central location; Close to restaurants and cafes  
1120121489013948745,Luxury apartment; Central location; Nearby parks or green spaces  
1120126716262471727,Central location; Quiet area; Historic neighborhood  
1120195899781866423,Central location; Close to restaurants and cafes; Family-friendly  
1120244845499112790,Central location; Close to restaurants and cafes; Family-friendly  
1120277630180112237,Quiet area; Near public transportation; Central location  
1120408573812336700,Quiet area; Nearby parks or green spaces; Cozy atmosphere
1120475426615334143,Cozy atmosphere; Close to restaurants and cafes; Nearby parks or green spaces  
1120489785364573973,Ideal for couples; Central location; Business traveler-friendly  
1120772419895157776,Good natural lighting; Central location; Cozy atmosphere  
1120786832158435731,Quiet area; Close to restaurants and cafes; Family-friendly  
1120831622422007320,Family-friendly; Central location; Open-concept layout  
1120957631461249583,Luxury apartment; Stylish and modern decor; Near cultural attractions  
1120967220969396503,Close to public transportation; Central location; Cozy atmosphere  
1120996540152208580,Central location; Near cultural attractions; Close to restaurants and cafes  
1121058609643927290,Unique architectural design; Stylish and modern decor; Spacious living areas  
